Input,Output,PMID
when expressed in nicotiana benthamiana driven by the camv promoter _BLANKP_ _BLANKM_ was localized exclusively at the _LOCATION_ . in contrast _BLANKP_ _METHOD_ _BLANKP_ _BLANKM_ _BLANKP_ _BLANKM_ and _PROTEIN_ _BLANKM_ were all localized in the _BLANKL_ .,N,26178734
in contrast _BLANKP_ _METHOD_ _BLANKP_ _BLANKM_ _BLANKP_ _BLANKM_ and _PROTEIN_ _BLANKM_ were all localized in the _LOCATION_ .,N,26178734
when expressed in nicotiana benthamiana driven by the camv promoter _BLANKP_ _BLANKM_ was localized exclusively at the _LOCATION_ . in contrast _BLANKP_ _BLANKM_ _BLANKP_ _METHOD_ _BLANKP_ _BLANKM_ and _PROTEIN_ _BLANKM_ were all localized in the _BLANKL_ .,N,26178734
in contrast _BLANKP_ _BLANKM_ _BLANKP_ _METHOD_ _BLANKP_ _BLANKM_ and _PROTEIN_ _BLANKM_ were all localized in the _LOCATION_ .,N,26178734
when expressed in nicotiana benthamiana driven by the camv promoter _BLANKP_ _BLANKM_ was localized exclusively at the _LOCATION_ . in contrast _BLANKP_ _BLANKM_ _BLANKP_ _BLANKM_ _BLANKP_ _METHOD_ and _PROTEIN_ _BLANKM_ were all localized in the _BLANKL_ .,N,26178734
in contrast _BLANKP_ _BLANKM_ _BLANKP_ _BLANKM_ _BLANKP_ _METHOD_ and _PROTEIN_ _BLANKM_ were all localized in the _LOCATION_ .,N,26178734
when expressed in nicotiana benthamiana driven by the camv promoter _BLANKP_ _BLANKM_ was localized exclusively at the _LOCATION_ . in contrast _BLANKP_ _BLANKM_ _BLANKP_ _BLANKM_ _BLANKP_ _BLANKM_ and _PROTEIN_ _METHOD_ were all localized in the _BLANKL_ .,N,26178734
subcellular localization of _PROTEIN_ and _BLANKP_ . the _METHOD_ signal was detected in the _LOCATION_ of cells in cotyledon root division zone root elongation zone and hypocotyl of plants transformed with _BLANKM_ _BLANKP_ or _BLANKP_ _BLANKM_ .,Y,26272902
subcellular localization of _BLANKP_ and _PROTEIN_ . the _METHOD_ signal was detected in the _LOCATION_ of cells in cotyledon root division zone root elongation zone and hypocotyl of plants transformed with _BLANKM_ _BLANKP_ or _BLANKP_ _BLANKM_ .,Y,26272902
subcellular localization of _PROTEIN_ and _BLANKP_ . the _BLANKM_ signal was detected in the _LOCATION_ of cells in cotyledon root division zone root elongation zone and hypocotyl of plants transformed with _METHOD_ _BLANKP_ or _BLANKP_ _BLANKM_ .,N,26272902
subcellular localization of _PROTEIN_ and _BLANKP_ . the _BLANKM_ signal was detected in the _LOCATION_ of cells in cotyledon root division zone root elongation zone and hypocotyl of plants transformed with _BLANKM_ _BLANKP_ or _BLANKP_ _METHOD_ .,N,26272902
subcellular localization of _BLANKP_ and _PROTEIN_ . the _BLANKM_ signal was detected in the _LOCATION_ of cells in cotyledon root division zone root elongation zone and hypocotyl of plants transformed with _METHOD_ _BLANKP_ or _BLANKP_ _BLANKM_ .,N,26272902
subcellular localization of _BLANKP_ and _PROTEIN_ . the _BLANKM_ signal was detected in the _LOCATION_ of cells in cotyledon root division zone root elongation zone and hypocotyl of plants transformed with _BLANKM_ _BLANKP_ or _BLANKP_ _METHOD_ .,N,26272902
the _METHOD_ signal was detected in the _LOCATION_ of cells in cotyledon root division zone root elongation zone and hypocotyl of plants transformed with _BLANKM_ _PROTEIN_ or _BLANKP_ _BLANKM_ .,N,26272902
the _BLANKM_ signal was detected in the _LOCATION_ of cells in cotyledon root division zone root elongation zone and hypocotyl of plants transformed with _METHOD_ _PROTEIN_ or _BLANKP_ _BLANKM_ .,N,26272902
the _BLANKM_ signal was detected in the _LOCATION_ of cells in cotyledon root division zone root elongation zone and hypocotyl of plants transformed with _BLANKM_ _PROTEIN_ or _BLANKP_ _METHOD_ .,N,26272902
the _METHOD_ signal was detected in the _LOCATION_ of cells in cotyledon root division zone root elongation zone and hypocotyl of plants transformed with _BLANKM_ _BLANKP_ or _PROTEIN_ _BLANKM_ .,N,26272902
the _BLANKM_ signal was detected in the _LOCATION_ of cells in cotyledon root division zone root elongation zone and hypocotyl of plants transformed with _METHOD_ _BLANKP_ or _PROTEIN_ _BLANKM_ .,N,26272902
the _BLANKM_ signal was detected in the _LOCATION_ of cells in cotyledon root division zone root elongation zone and hypocotyl of plants transformed with _BLANKM_ _BLANKP_ or _PROTEIN_ _METHOD_ .,N,26272902
the morphological phenotype of the plastids was restored to that of wt with _PROTEIN_ _METHOD_ fluorescence detected within the _LOCATION_ .,Y,26500667
the vast majority of _PROTEIN_ _METHOD_ fluorescence was detected as a diffuse signal within the _LOCATION_ stroma .,Y,26500667
we further examined the subcellular localization of _PROTEIN_ _METHOD_ in leaf epidermal cells of the complemented plants . yfp signals were exclusively localized to _LOCATION_ with diffuse signals present throughout an area of deeply constricted organelles .,Y,26500667
dual detection of stroma targeted _BLANKM_ and _BLANKP_ _BLANKM_ in a transgenic line revealed that the peanut shaped _LOCATION_ in the leaf epidermis were associated with the production of centrally located _PROTEIN_ _METHOD_ signals within the plastids,Y,26500667
dual detection of stroma targeted _METHOD_ and _PROTEIN_ _BLANKM_ in a transgenic line revealed that the peanut shaped _LOCATION_ in the leaf epidermis were associated with the production of centrally located _BLANKP_ _BLANKM_ signals within the plastids,N,26500667
dual detection of stroma targeted _BLANKM_ and _PROTEIN_ _METHOD_ in a transgenic line revealed that the peanut shaped _LOCATION_ in the leaf epidermis were associated with the production of centrally located _BLANKP_ _BLANKM_ signals within the plastids,N,26500667
dual detection of stroma targeted _BLANKM_ and _PROTEIN_ _BLANKM_ in a transgenic line revealed that the peanut shaped _LOCATION_ in the leaf epidermis were associated with the production of centrally located _BLANKP_ _METHOD_ signals within the plastids,N,26500667
dual detection of stroma targeted _METHOD_ and _BLANKP_ _BLANKM_ in a transgenic line revealed that the peanut shaped _LOCATION_ in the leaf epidermis were associated with the production of centrally located _PROTEIN_ _BLANKM_ signals within the plastids,N,26500667
dual detection of stroma targeted _BLANKM_ and _BLANKP_ _METHOD_ in a transgenic line revealed that the peanut shaped _LOCATION_ in the leaf epidermis were associated with the production of centrally located _PROTEIN_ _BLANKM_ signals within the plastids,N,26500667
yfp signals were exclusively localized to _LOCATION_ with diffuse signals present throughout an area of deeply constricted organelles . the morphological phenotype of the plastids was restored to that of wt with _PROTEIN_ _METHOD_ fluorescence detected within the _BLANKL_ .,N,26500667
by examining gfp florescence in the root of the _PROTEIN_ _METHOD_ transgenic plant seedlings obtained we found that _BLANKP_ is predominantly localized in the _LOCATION_ .,Y,26625868
florescence observation of transgenic plants expressing _PROTEIN_ _METHOD_ showed that _BLANKP_ was localized in the _LOCATION_ and transient expression of in protoplasts inhibited reporter gene expression .,Y,26625868
transgenic plants suggesting that the _PROTEIN_ _METHOD_ was functional . by examining gfp florescence in the root of the _BLANKP_ _BLANKM_ transgenic plant seedlings obtained we found that _BLANKP_ is predominantly localized in the _LOCATION_ .,N,26625868
transgenic plants suggesting that the _PROTEIN_ _BLANKM_ was functional . by examining gfp florescence in the root of the _BLANKP_ _METHOD_ transgenic plant seedlings obtained we found that _BLANKP_ is predominantly localized in the _LOCATION_ .,N,26625868
transgenic plants suggesting that the _BLANKP_ _METHOD_ was functional . by examining gfp florescence in the root of the _PROTEIN_ _BLANKM_ transgenic plant seedlings obtained we found that _BLANKP_ is predominantly localized in the _LOCATION_ .,N,26625868
transgenic plants suggesting that the _BLANKP_ _METHOD_ was functional . by examining gfp florescence in the root of the _BLANKP_ _BLANKM_ transgenic plant seedlings obtained we found that _PROTEIN_ is predominantly localized in the _LOCATION_ .,N,26625868
by examining gfp florescence in the root of the _BLANKP_ _METHOD_ transgenic plant seedlings obtained we found that _PROTEIN_ is predominantly localized in the _LOCATION_ .,N,26625868
florescence observation of transgenic plants expressing _BLANKP_ _METHOD_ showed that _PROTEIN_ was localized in the _LOCATION_ and transient expression of in protoplasts inhibited reporter gene expression .,N,26625868
all three fusion proteins were mainly detected in the _LOCATION_ similar as previously shown in transgenic arabidopsis seeds containing _METHOD_ fused with the _PROTEIN_ genomic fragment .,Y,26684465
in the transgenic root hairs the gfp signals could be detected around the _LOCATION_ like those in the p g _PROTEIN_ _METHOD_ transgenic plants .,Y,26699939
figure subcellular localization of _PROTEIN_ _METHOD_ the gfp signals were located around the _LOCATION_ in unicellular pollen grain bicellulare pollen grain tricellulare pollen grain pollen tube and root hair from the p g _BLANKP_ _BLANKM_ transgenic plants .,Y,26699939
figure subcellular localization of _PROTEIN_ _BLANKM_ the gfp signals were located around the _LOCATION_ in unicellular pollen grain bicellulare pollen grain tricellulare pollen grain pollen tube and root hair from the p g _BLANKP_ _METHOD_ transgenic plants .,N,26699939
figure subcellular localization of _BLANKP_ _METHOD_ the gfp signals were located around the _LOCATION_ in unicellular pollen grain bicellulare pollen grain tricellulare pollen grain pollen tube and root hair from the p g _PROTEIN_ _BLANKM_ transgenic plants .,N,26699939
figure subcellular localization of _BLANKP_ _BLANKM_ the gfp signals were located around the _LOCATION_ in unicellular pollen grain bicellulare pollen grain tricellulare pollen grain pollen tube and root hair from the p g _PROTEIN_ _METHOD_ transgenic plants .,N,26699939
at the subcellular level the _PROTEIN_ _METHOD_ fusion protein was distributed at the _LOCATION_ as expected with a clear punctuate pattern not previously observed .,Y,26728150
the same _PROTEIN_ _METHOD_ construct allowed detecting a broad fluorescence in the _LOCATION_ which might be due to overexpression .,Y,26728150
_PROTEIN_ _METHOD_ was localized in _LOCATION_ of all non dividing root cells within the root apex with particularly strong expression level in cells of the root meristematic zone .,Y,26779221
_PROTEIN_ _METHOD_ relocated from stage _LOCATION_ to spindle in prophase metaphase and anaphase to _BLANKL_ at early and late telophase and redistributed back to reconstructed stage nuclei after cell division .,Y,26779221
in all imaged tissues light sheet microscopy revealed clearly _LOCATION_ localization of _PROTEIN_ _METHOD_ in root cells .,Y,26779221
with the help of advanced light sheet microscopy we report quantitative evaluations of developmentally regulated _LOCATION_ levels of the _PROTEIN_ protein tagged with _METHOD_ relatively to the nuclear size in diverse root tissues and root developmental zones .,Y,26779221
_PROTEIN_ _METHOD_ relocated from stage _BLANKL_ to spindle in prophase metaphase and anaphase to _LOCATION_ at early and late telophase and redistributed back to reconstructed stage nuclei after cell division .,Y,26779221
to characterize the distribution of gfp in the apex of arabidopsis root in detail we quantified the intensity of _PROTEIN_ _METHOD_ _LOCATION_ fluorescence in the previously defined root cell developmental zones .,Y,26779221
mean fluorescence intensity of _PROTEIN_ _METHOD_ in interphase _LOCATION_ of cortex cells was highest in the meristematic zone .,Y,26779221
_PROTEIN_ _METHOD_ was localized in _LOCATION_ of root cells with particularly strong expression level in cells of the root meristematic zone .,Y,26779221
in all imaged tissues light sheet microscopy revealed clearly _LOCATION_ localization of _PROTEIN_ _METHOD_ in root cells .,N,26779221
quantification of fluorescence intensities of _PROTEIN_ _METHOD_ and _BLANKP_ _BLANKM_ in the _LOCATION_ after shifting to boric acid for h. means sd are shown .,Y,26870730
it is likely that the stable accumulation of _PROTEIN_ _METHOD_ in the _LOCATION_ prevented b accumulation in the sensitive cytosol by b exclusion to the leaf apoplast thereby supporting the growth of shoots under excess b conditions .,Y,26870730
these results suggest that _BLANKP_ _BLANKM_ was internalized into _LOCATION_ from the _BLANKL_ under high b conditions dependent on similar to the case of _PROTEIN_ _METHOD_ .,Y,26870730
these results suggest that _PROTEIN_ _METHOD_ was internalized into _BLANKL_ from the _LOCATION_ under high b conditions dependent on similar to the case of _BLANKP_ _BLANKM_ .,Y,26870730
these results demonstrate that _BLANKP_ _BLANKM_ and _PROTEIN_ _METHOD_ localize on the _LOCATION_ with weak polarity in epidermal cells .,Y,26870730
these results suggest that _BLANKP_ _BLANKM_ was internalized into _BLANKL_ from the _LOCATION_ under high b conditions dependent on similar to the case of _PROTEIN_ _METHOD_ .,Y,26870730
in contrast to the weak polar localization in other cell types _PROTEIN_ _METHOD_ was exclusively localized on the _LOCATION_ of the stele side domain in the mature endodermis as was shown for _BLANKP_ _BLANKM_ .,Y,26870730
in contrast to the weak polar localization in other cell types _BLANKP_ _BLANKM_ was exclusively localized on the _LOCATION_ of the stele side domain in the mature endodermis as was shown for _PROTEIN_ _METHOD_ .,Y,26870730
gfp hpt was detectable weakly in root tips and scarcely in leaf epidermis under this excess b condition while _PROTEIN_ _METHOD_ was stably accumulated on the _LOCATION_ in root cells and leaf epidermal cells .,Y,26870730
quantification of fluorescence intensities of _BLANKP_ _BLANKM_ and _PROTEIN_ _METHOD_ in the _LOCATION_ after shifting to boric acid for h. means sd are shown .,Y,26870730
these results demonstrate that _PROTEIN_ _METHOD_ and _BLANKP_ _BLANKM_ localize on the _LOCATION_ with weak polarity in epidermal cells .,Y,26870730
these results suggest that _PROTEIN_ _METHOD_ was internalized into _LOCATION_ from the _BLANKL_ under high b conditions dependent on similar to the case of _BLANKP_ _BLANKM_ .,Y,26870730
quantification of fluorescence intensities of _PROTEIN_ _BLANKM_ and _BLANKP_ _METHOD_ in the _LOCATION_ after shifting to boric acid for h. means sd are shown .,N,26870730
quantification of fluorescence intensities of _BLANKP_ _METHOD_ and _PROTEIN_ _BLANKM_ in the _LOCATION_ after shifting to boric acid for h. means sd are shown .,N,26870730
these results suggest that _PROTEIN_ _BLANKM_ was internalized into _LOCATION_ from the _BLANKL_ under high b conditions dependent on similar to the case of _BLANKP_ _METHOD_ .,N,26870730
these results suggest that _PROTEIN_ _BLANKM_ was internalized into _BLANKL_ from the _LOCATION_ under high b conditions dependent on similar to the case of _BLANKP_ _METHOD_ .,N,26870730
these results suggest that _BLANKP_ _METHOD_ was internalized into _LOCATION_ from the _BLANKL_ under high b conditions dependent on similar to the case of _PROTEIN_ _BLANKM_ .,N,26870730
these results suggest that _BLANKP_ _METHOD_ was internalized into _BLANKL_ from the _LOCATION_ under high b conditions dependent on similar to the case of _PROTEIN_ _BLANKM_ .,N,26870730
these results demonstrate that _PROTEIN_ _BLANKM_ and _BLANKP_ _METHOD_ localize on the _LOCATION_ with weak polarity in epidermal cells .,N,26870730
these results demonstrate that _BLANKP_ _METHOD_ and _PROTEIN_ _BLANKM_ localize on the _LOCATION_ with weak polarity in epidermal cells .,N,26870730
in contrast to the weak polar localization in other cell types _PROTEIN_ _BLANKM_ was exclusively localized on the _LOCATION_ of the stele side domain in the mature endodermis as was shown for _BLANKP_ _METHOD_ .,N,26870730
in contrast to the weak polar localization in other cell types _BLANKP_ _METHOD_ was exclusively localized on the _LOCATION_ of the stele side domain in the mature endodermis as was shown for _PROTEIN_ _BLANKM_ .,N,26870730
during interphase and prophase of cell division _PROTEIN_ _METHOD_ was observed in the _LOCATION_ but not inside nuclei .,Y,26889009
during interphase and prophase of cell division _PROTEIN_ _BLANKM_ was observed in the _LOCATION_ but not inside nuclei . from metaphase to telophase _BLANKP_ _METHOD_ was uniformly localized in cells including the area where chromosomes were observed .,N,26889009
during interphase and prophase of cell division _BLANKP_ _METHOD_ was observed in the _LOCATION_ but not inside nuclei . from metaphase to telophase _PROTEIN_ _BLANKM_ was uniformly localized in cells including the area where chromosomes were observed .,N,26889009
during interphase and prophase of cell division _BLANKP_ _BLANKM_ was observed in the _LOCATION_ but not inside nuclei . from metaphase to telophase _PROTEIN_ _METHOD_ was uniformly localized in cells including the area where chromosomes were observed .,N,26889009
the spherical pattern observed for the _PROTEIN_ _METHOD_ fluorescence indicates that the protein is associated with the _LOCATION_ rather than localized inside the vesicle lumen .,Y,27029353
for extraction experiments tobacco leaf cells were also transformed with pbin ya a fusion protein with _PROTEIN_ that exposes the _METHOD_ aequorin tag to the _LOCATION_ .,Y,27029353
the expression of _PROTEIN_ _METHOD_ was mainly localized in _LOCATION_ .,Y,27066015
